Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
28M9WYL7,journalArticle,2015,"Passalacqua, Paola; Belmont, Patrick; Staley, Dennis M.; Simley, Jeffrey D.; Arrowsmith, J Ramon; Bode, Collin A.; Crosby, Christopher; DeLong, Stephen B.; Glenn, Nancy F.; Kelly, Sara A.; Lague, Dimitri; Sangireddy, Harish; Schaffrath, Keelin; Tarboton, David G.; Wasklewicz, Thad; Wheaton, Joseph M.",Analyzing high resolution topography for advancing the understanding of mass and energy transfer through landscapes: A review,Earth-Science Reviews,,0012-8252,10.1016/j.earscirev.2015.05.012,https://www.sciencedirect.com/science/article/pii/S0012825215300015,"The study of mass and energy transfer across landscapes has recently evolved to comprehensive considerations acknowledging the role of biota and humans as geomorphic agents, as well as the importance of small-scale landscape features. A contributing and supporting factor to this evolution is the emergence over the last two decades of technologies able to acquire high resolution topography (HRT) (meter and sub-meter resolution) data. Landscape features can now be captured at an appropriately fine spatial resolution at which surface processes operate; this has revolutionized the way we study Earth-surface processes. The wealth of information contained in HRT also presents considerable challenges. For example, selection of the most appropriate type of HRT data for a given application is not trivial. No definitive approach exists for identifying and filtering erroneous or unwanted data, yet inappropriate filtering can create artifacts or eliminate/distort critical features. Estimates of errors and uncertainty are often poorly defined and typically fail to represent the spatial heterogeneity of the dataset, which may introduce bias or error for many analyses. For ease of use, gridded products are typically preferred rather than the more information-rich point cloud representations. Thus many users take advantage of only a fraction of the available data, which has furthermore been subjected to a series of operations often not known or investigated by the user. Lastly, standard HRT analysis work-flows are yet to be established for many popular HRT operations, which has contributed to the limited use of point cloud data. In this review, we identify key research questions relevant to the Earth-surface processes community within the theme of mass and energy transfer across landscapes and offer guidance on how to identify the most appropriate topographic data type for the analysis of interest. We describe the operations commonly performed from raw data to raster products and we identify key considerations and suggest appropriate work-flows for each, pointing to useful resources and available tools. Future research directions should stimulate further development of tools that take advantage of the wealth of information contained in the HRT data and address the present and upcoming research needs such as the ability to filter out unwanted data, compute spatially variable estimates of uncertainty and perform multi-scale analyses. While we focus primarily on HRT applications for mass and energy transfer, we envision this review to be relevant beyond the Earth-surface processes community for a much broader range of applications involving the analysis of HRT.",9/1/2015,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:07,174-193,,,148,,Earth-Science Reviews,Analyzing high resolution topography for advancing the understanding of mass and energy transfer through landscapes,,,,,,,en,,,,,ScienceDirect,,,,,,,Bathymetry; Change detection; Filtering; Geomorphic features; IfSAR; InSAR; Lidar; Point cloud; Structure from Motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJQJCCM2,journalArticle,2015,"Poinar, George; Walder, Larissa; Uno, Hiromi","Anomalomermis ephemerophagis n. g., n. sp. (Nematoda: Mermithidae) parasitic in the mayfly Ephemerella maculata Traver (Ephermeroptera: Ephermerellidae) in California, USA",Systematic Parasitology,,1573-5192,10.1007/s11230-015-9551-6,https://doi.org/10.1007/s11230-015-9551-6,"A new nematode, Anomalomermis ephemerophagis n. g., n. sp. (Nematoda: Mermithidae) is described from the mayfly Ephemerella maculata Traver (Ephermeroptera: Ephermerellidae) in California. The new species is characterised by six cephalic papillae and four additional disk papillae located on the head between the cephalic papillae and stoma. Additional diagnostic characters are: a terminal mouth opening; absence of X-fibers in the cuticle of both postparasitic juveniles and adults; paired, curved, medium-sized spicules; a straight barrow-shaped vagina and large eggs. Two infectious agents were present in some specimens. This is the first description of an adult nematode from a mayfly.",3/1/2015,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:08,231-236,,3,90,,Syst Parasitol,"Anomalomermis ephemerophagis n. g., n. sp. (Nematoda",,,,,,,en,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5RDZSZQ6,journalArticle,2015,"Vico, Giulia; Thompson, Sally E.; Manzoni, Stefano; Molini, Annalisa; Albertson, John D.; Almeida-Cortez, Jarcilene S.; Fay, Philip A.; Feng, Xue; Guswa, Andrew J.; Liu, Hu; Wilson, Tiffany G.; Porporato, Amilcare","Climatic, ecophysiological, and phenological controls on plant ecohydrological strategies in seasonally dry ecosystems",Ecohydrology,,1936-0592,10.1002/eco.1533,https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.1533,"Large areas in the tropics and at mid-latitudes experience pronounced seasonality and inter-annual variability in rainfall and hence water availability. Despite the importance of these seasonally dry ecosystems (SDEs) for the global carbon cycling and in providing ecosystem services, a unifying ecohydrological framework to interpret the effects of climatic variability on SDEs is still lacking. A synthesis of existing data about plant functional adaptations in SDEs, covering some 400 species, shows that leaf phenological variations, rather than physiological traits, provide the dominant control on plant-water-carbon interactions. Motivated by this result, the combined implications of leaf phenology and climatic variability on plant water use strategies are here explored with a minimalist model of the coupled soil water and plant carbon balances. The analyses are extended to five locations with different hydroclimatic forcing, spanning seasonally dry tropical climates (without temperature seasonality) and Mediterranean climates (exhibiting out of phase seasonal patterns of rainfall and temperature). The most beneficial leaf phenology in terms of carbon uptake depends on the climatic regime: evergreen species are favoured by short dry seasons or access to persistent water stores, whereas high inter-annual variability of rainy season duration favours the coexistence of multiple drought-deciduous phenological strategies. We conclude that drought-deciduousness may provide a competitive advantage in face of predicted declines in rainfall totals, while reduced seasonality and access to deep water stores may favour evergreen species. This article has been contributed to by US Government employees and their work is in the public domain in the USA.",2015,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:09,660-681,,4,8,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/eco.1533,,,,,Mediterranean climate; carbon balance; rainfall variability; savanna; seasonally dry ecosystem; soil moisture; tropical dry forest; water stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKKNJ878,journalArticle,2016,"Estes, James A.; Dayton, Paul K.; Kareiva, Peter; Levin, Simon A.; Lubchenco, Jane; Menge, Bruce A.; Palumbi, Stephen R.; Power, Mary E.; Terborgh, John","A keystone ecologist: Robert Treat Paine, 1933–2016",Ecology,,1939-9170,10.1002/ecy.1572,https://onlinelibrary.wiley.com/doi/abs/10.1002/ecy.1572,"Robert T. Paine, who passed away on 13 June 2016, is among the most influential people in the history of ecology. Paine was an experimentalist, a theoretician, a practitioner, and proponent of the “ecology of place,” and a deep believer in the importance of natural history to ecological understanding. His scientific legacy grew from the discovery of a link between top-down forcing and species diversity, a breakthrough that led to the ideas of both keystone species and trophic cascades, and to our early understanding of the mosaic nature of biological communities, causes of zonation across physical gradients, and the intermediate-disturbance hypothesis of species diversity. Paine's influence as a mentor was equally important to the growth of ecological thinking, natural resource conservation, and policy. He served ecology as an Ecological Society of America president, an editor of the Society's journals, a member of and contributor to the National Academy of Sciences and the National Research Council, and an in-demand advisor to various state and federal agencies. Paine's broad interests, enthusiasm, charisma, and humor deeply affected our lives and the lives of so many others.",2016,2/7/2024 6:49,2024-02-07T06:49:21Z,2/22/2022 20:49,2905-2909,,11,97,,,A keystone ecologist,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ecy.1572,,,,,intermediate disturbance; keystone species; mentor; patch dynamics; tribute to life; trophic cascade; zonation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNQQMF6N,journalArticle,2016,"Oshun, Jasper; Dietrich, William E.; Dawson, Todd E.; Fung, Inez","Dynamic, structured heterogeneity of water isotopes inside hillslopes",Water Resources Research,,1944-7973,10.1002/2015WR017485,https://onlinelibrary.wiley.com/doi/abs/10.1002/2015WR017485,"Use of the stable isotopes of water (δD, δ18O) to determine vegetative water sources, runoff paths, and residence times generally assumes that, other than shallow evaporative enrichment, the isotopic composition of precipitation is conserved as it travels through the subsurface to the stream channel. Here we follow rainfall through a thick (up to 25m) vadose zone of soil, saprolite, and weathered bedrock mostly composed of argillite, and underlying a steep (32°) forested hillslope. We discover a persistent structured heterogeneity of water isotopes inside the hillslope. Summer dry season causes evaporative enrichment of the soil, but not in the saprolite and weathered bedrock. In winter, the mobile water, generated by successive rainstorms with widely varying isotopic composition, mixes in the vadose zone, elevating soil and rock moisture content, and eventually recharging the groundwater with isotopically invariant water similar to the seasonally averaged rainfall. Yet throughout the winter the less mobile winter soil and rock moisture remains relatively light, and water extracted from the interior of argillite lies well to the left of the local meteoric water line. This persistently light composition of soil and rock moisture and the deviation from average meteoric values suggest that subsurface fractionation, or the inheritance of paleo-meteoric rock moisture associated with rock uplift may lead to large enduring isotopic differences between high and low mobility water. These differences suggest that the use of water isotopes as tracers must consider the possibility of subsurface isotopic evolution and the influence of exchange with more tightly held water.",2016,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:06,164-189,,1,52,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2015WR017485,,,,ERCZO; critical zone; stable isotopes; subsurface hydrology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP58QYUJ,bookSection,2016,"Power, M. E.; Kupferberg, S. J.; Cooper, S.D.; Deas, M.L.",California's River Ecosystems,Ecosystems of California,978-0-520-27880-6,,,https://www.ucpress.edu/book/9780520278806/ecosystems-of-california,,2016-01,2/7/2024 6:49,2024-02-07T06:49:21Z,,,,,,,,,,,,,University of California Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st,,,,,,,,,,,,,,,,,,,,,,,,,,
YZMMHYN9,journalArticle,2017,"Brantley, Susan L.; McDowell, William H.; Dietrich, William E.; White, Timothy S.; Kumar, Praveen; Anderson, Suzanne P.; Chorover, Jon; Lohse, Kathleen Ann; Bales, Roger C.; Richter, Daniel D.; Grant, Gordon; Gaillardet, Jérôme",Designing a network of critical zone observatories to explore the living skin of the terrestrial Earth,Earth Surface Dynamics,,2196-6311,10.5194/esurf-5-841-2017,https://esurf.copernicus.org/articles/5/841/2017/,"<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> The critical zone (CZ), the dynamic living skin of the Earth, extends from the top of the vegetative canopy through the soil and down to fresh bedrock and the bottom of the groundwater. All humans live in and depend on the CZ. This zone has three co-evolving surfaces: the top of the vegetative canopy, the ground surface, and a deep subsurface below which Earth's materials are unweathered. The network of nine CZ observatories supported by the US National Science Foundation has made advances in three broad areas of CZ research relating to the co-evolving surfaces. First, monitoring has revealed how natural and anthropogenic inputs at the vegetation canopy and ground surface cause subsurface responses in water, regolith structure, minerals, and biotic activity to considerable depths. This response, in turn, impacts aboveground biota and climate. Second, drilling and geophysical imaging now reveal how the deep subsurface of the CZ varies across landscapes, which in turn influences aboveground ecosystems. Third, several new mechanistic models now provide quantitative predictions of the spatial structure of the subsurface of the CZ.<br>Many countries fund critical zone observatories (CZOs) to measure the fluxes of solutes, water, energy, gases, and sediments in the CZ and some relate these observations to the histories of those fluxes recorded in landforms, biota, soils, sediments, and rocks. Each US observatory has succeeded in (i) synthesizing research across disciplines into convergent approaches; (ii) providing long-term measurements to compare across sites; (iii) testing and developing models; (iv) collecting and measuring baseline data for comparison to catastrophic events; (v) stimulating new process-based hypotheses; (vi) catalyzing development of new techniques and instrumentation; (vii) informing the public about the CZ; (viii) mentoring students and teaching about emerging multidisciplinary CZ science; and (ix) discovering new insights about the CZ. Many of these activities can only be accomplished with observatories. Here we review the CZO enterprise in the United States and identify how such observatories could operate in the future as a network designed to generate critical scientific insights. Specifically, we recognize the need for the network to study network-level questions, expand the environments under investigation, accommodate both hypothesis testing and monitoring, and involve more stakeholders. We propose a driving question for future CZ science and a <q>hubs-and-campaigns</q> model to address that question and target the CZ as one unit. Only with such integrative efforts will we learn to steward the life-sustaining critical zone now and into the future.</p>",12/18/2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 19:57,841-860,,4,5,,,,,,,,,,English,,,,,esurf.copernicus.org,,Publisher: Copernicus GmbH,,,,critical zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC4NAG5T,journalArticle,2017,"Dralle, David N.; Karst, Nathaniel J.; Charalampous, Kyriakos; Veenstra, Andrew; Thompson, Sally E.",Event-scale power law recession analysis: quantifying methodological uncertainty,Hydrology and Earth System Sciences,,1027-5606,10.5194/hess-21-65-2017,https://hess.copernicus.org/articles/21/65/2017/,"<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> The study of single streamflow recession events is receiving increasing attention following the presentation of novel theoretical explanations for the emergence of power law forms of the recession relationship, and drivers of its variability. Individually characterizing streamflow recessions often involves describing the similarities and differences between model parameters fitted to each recession time series. Significant methodological sensitivity has been identified in the fitting and parameterization of models that describe populations of many recessions, but the dependence of estimated model parameters on methodological choices has not been evaluated for event-by-event forms of analysis. Here, we use daily streamflow data from 16 catchments in northern California and southern Oregon to investigate how combinations of commonly used streamflow recession definitions and fitting techniques impact parameter estimates of a widely used power law recession model. Results are relevant to watersheds that are relatively steep, forested, and rain-dominated. The highly seasonal mediterranean climate of northern California and southern Oregon ensures study catchments explore a wide range of recession behaviors and wetness states, ideal for a sensitivity analysis. In such catchments, we show the following: (i) methodological decisions, including ones that have received little attention in the literature, can impact parameter value estimates and model goodness of fit; (ii) the central tendencies of event-scale recession parameter probability distributions are largely robust to methodological choices, in the sense that differing methods rank catchments similarly according to the medians of these distributions; (iii) recession parameter distributions are method-dependent, but roughly catchment-independent, such that changing the choices made about a particular method affects a given parameter in similar ways across most catchments; and (iv) the observed correlative relationship between the power-law recession scale parameter and catchment antecedent wetness varies depending on recession definition and fitting choices. Considering study results, we recommend a combination of four key methodological decisions to maximize the quality of fitted recession curves, and to minimize bias in the related populations of fitted recession parameters.</p>",1/4/2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 20:08,65-81,,1,21,,,Event-scale power law recession analysis,,,,,,,English,,,,,hess.copernicus.org,,Publisher: Copernicus GmbH,,,,ERCZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBPSFLX7,journalArticle,2017,"Kim, Hyojin; Dietrich, William E.; Thurnhoffer, Benjamin M.; Bishop, Jim K. B.; Fung, Inez Y.",Controls on solute concentration-discharge relationships revealed by simultaneous hydrochemistry observations of hillslope runoff and stream flow: The importance of critical zone structure,Water Resources Research,,1944-7973,10.1002/2016WR019722,https://onlinelibrary.wiley.com/doi/abs/10.1002/2016WR019722,"We investigated controls on concentration-discharge relationships of a catchment underlain by argillite by monitoring both groundwater along a hillslope transect and stream chemistry. Samples were collected at 1–3 day intervals over 4 years (2009–2013) in Elder Creek in the Eel River Critical Zone Observatory in California. Runoff at our study hillslope is driven by vadose zone flux through deeply weathered argillite (5–25 m thick) to a perched, seasonally dynamic groundwater that then drains to Elder Creek. Low flow derives from the slowly draining deepest perched groundwater that reaches equilibrium between primary and secondary minerals and saturation with calcite under high subsurface pCO2. Arriving winter rains pass through the thick vadose zone, where they rapidly acquire solutes via cation exchange reactions (driven by high pCO2), and then recharge the groundwater that delivers runoff to the stream. These new waters displayed lower solute concentrations than the deep groundwater by less than a factor of 5 (except for Ca). Up to 74% of the total annual solute flux is derived from the vadose zone. The deep groundwater's Ca concentration decreased as it exfiltrates to the stream due to CO2 degassing and this Ca loss is equivalent of 30% of the total chemical weathering flux of Elder Creek. The thick vadose zone in weathered bedrock and the perched groundwater on underlying fresh bedrock result in two distinct processes that lead to the relatively invariant (chemostatic) concentration-discharge behavior. The processes controlling solute chemistry are not evident from stream chemistry and runoff analysis alone.",2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 20:09,1424-1443,,2,53,,,Controls on solute concentration-discharge relationships revealed by simultaneous hydrochemistry observations of hillslope runoff and stream flow,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2016WR019722,,,,ERCZO; concentration-discharge relationships; critical zone structure; simultaneous observations of groundwater and stream water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5MHDWH8G,journalArticle,2017,"Riebe, Clifford S.; Hahm, W. Jesse; Brantley, Susan L.",Controls on deep critical zone architecture: a historical review and four testable hypotheses,Earth Surface Processes and Landforms,,1096-9837,10.1002/esp.4052,https://onlinelibrary.wiley.com/doi/abs/10.1002/esp.4052,"The base of Earth's critical zone (CZ) is commonly shielded from study by many meters of overlying rock and regolith. Though deep CZ processes may seem far removed from the surface, they are vital in shaping it, preparing rock for infusion into the biosphere and breaking Earth materials down for transport across landscapes. This special issue highlights outstanding challenges and recent advances of deep CZ research in a series of articles that we introduce here in the context of relevant literature dating back to the 1500s. Building on several contributions to the special issue, we highlight four exciting new hypotheses about factors that drive deep CZ weathering and thus influence the evolution of life-sustaining CZ architecture. These hypotheses have emerged from recently developed process-based models of subsurface phenomena including: fracturing related to subsurface stress fields; weathering related to drainage of bedrock under hydraulic head gradients; rock damage from frost cracking due to subsurface temperature gradients; and mineral reactions with reactive fluids in subsurface chemical potential gradients. The models predict distinct patterns of subsurface weathering and CZ thickness that can be compared with observations from drilling, sampling and geophysical imaging. We synthesize the four hypotheses into an overarching conceptual model of fracturing and weathering that occurs as Earth materials are exhumed to the surface across subsurface gradients in stress, hydraulic head, temperature, and chemical potential. We conclude with a call for a coordinated measurement campaign designed to comprehensively test the four hypotheses across a range of climatic, tectonic and geologic conditions. Copyright © 2016 John Wiley & Sons, Ltd.",2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 20:17,128-156,,1,42,,,Controls on deep critical zone architecture,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/esp.4052,,,,ERCZO; fractures; near-surface geophysics; regolith production; weathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
